drug1,drug2,text,label
olanzapine,warfarin,"The patient was discharged with a plan for close INR monitoring. Following the initiation of lorazepam and olanzapine for a comorbid psychiatric condition, he re-presented with bleeding manifestations due to warfarin overdose.",1
Triacetyl-oleandomycin,Monensin (MON),"The agreement between enzymatic data and in silico predictions indicates that TIL, TUL, and GAM are weaker inhibitors of CYP3A-mediated MON metabolism.",1
Tilmicosin (TIL),Monensin (MON),"All macrolides inhibited MON metabolism, but the extent of inhibition observed with triacetyl-oleandomycin was higher than that produced by TIL, TUL, and GAM.",1
Tulathromycin (TUL),Monensin (MON),"All macrolides inhibited MON metabolism, but the extent of inhibition observed with triacetyl-oleandomycin was higher than that produced by TIL, TUL, and GAM.",1
Gamithromycin (GAM),Monensin (MON),"All macrolides inhibited MON metabolism, but the extent of inhibition observed with triacetyl-oleandomycin was higher than that produced by TIL, TUL, and GAM.",1
Mirtazapine,Quetiapine,"Mirtazapine-quetiapine (26.3%, 10/48) was the interacting drug pair most commonly associated with tachycardia and QT prolongation.",1
QT-interval prolonging drugs,Other QT-interval prolonging drugs,Special attention should be paid to older patients taking more than one QT-interval prolonging drug.,1
cobicistat,olaparib,"PK boosting of the anticancer drug olaparib with the potent Cytochrome P450 (CYP3A)-inhibitor cobicistat can improve oral bioavailability, tolerability, and affordability.",1
cobicistat,comedications,Patients who received olaparib between April 2017 and February 2024 were included. Comedications at the start of olaparib treatment were screened for potential DDIs with cobicistat if PK boosting would have been initiated in these patients.,0
cobicistat,comedication,"With the recommended interventions, 14% of patients had a DDI that required additional monitoring and 1% had a contra-indicated DDI.",0
pantoprazole,clozapine,clinicians should consider concomitant acid-reducing agents when interpreting clozapine therapeutic drug monitoring results.,1
carvacrol,chloroquine,Our findings demonstrate that chloroquine potentiates the anticancer activity of carvacrol in metastatic melanoma cells.,1
Panduratin A,GS-5801,Co-treatment with GS-5801 produced synergistic activity,1
Panduratin A,NVR-3778,combination with NVR-3778 yielded additive antiviral effects,1
Bictegravir (BIC),Aluminum/magnesium-containing antacid,Administration of BIC 2 hours or more before aluminum/magnesium-containing antacids are some of the effective strategies to mitigate chelation effects on BIC exposure.,1
Bictegravir (BIC),Calcium carbonate,BIC exposure was reduced by 33% when co-administered with calcium carbonate under fasted conditions.,1
Bictegravir (BIC),Ferrous fumarate,BIC exposure was reduced by 63% when co-administered with ferrous fumarate under fasted conditions.,1
Bictegravir (BIC),Calcium/iron-containing supplements,Co-administration of BIC and calcium/iron-containing supplements with a meal reduced the impact of the interaction.,1
sertraline,escitalopram,sequential administration of two selective serotonin reuptake inhibitors (sertraline and escitalopram),1
sertraline,rasagiline,following the sequential administration of two selective serotonin reuptake inhibitors (sertraline and escitalopram) while on a stable regimen of the monoamine oxidase-B inhibitor rasagiline,1
escitalopram,rasagiline,following the sequential administration of two selective serotonin reuptake inhibitors (sertraline and escitalopram) while on a stable regimen of the monoamine oxidase-B inhibitor rasagiline,1
SSRIs,"Opioids (e.g., tramadol, fentanyl, oxycodone)","Concomitant SSRI-opioid combinations were uniquely associated with cardiac disorders (ROR 1.87, 95% CI 1.77-1.98)",1
SNRIs,"Opioids (e.g., tramadol, fentanyl, oxycodone)",Concomitant SNRI-opioid use was linked to drug withdrawal syndrome,0
Itraconazole,Erlotinib,plasma ERL concentrations increased following coadministration of itraconazole (ITCZ),1
Isavuconazole,Concomitant medications (CYP3A4 pathway competitors),possible competition within the CYP3A4 pathway from concomitant medications,1
voriconazole,selpercatinib,This case suggests that doctors and clinician pharmacists should be aware of the potential interaction between selpercatinib and voriconazole...,1
CYP3A4 inhibitors,selpercatinib,...avoid the use of CYP3A4 inhibitors during selpercatinib treatment...,1
Tocilizumab (TCZ),Methotrexate,occurrence of anti-cyclic citrullinated peptide (CCP) positivity,1
Tocilizumab (TCZ),Hydroxychloroquine,occurrence of anti-cyclic citrullinated peptide (CCP) positivity,1
Tocilizumab (TCZ),Leflunomide,"occurrence of anti-cyclic citrullinated peptide (CCP) positivity, hand deformity",1
Tocilizumab (TCZ),Prednisone,"pemphigus, hand deformity, glossodynia, pericarditis",1
Tocilizumab (TCZ),Diclofenac,"heightened vigilance is warranted for anti-CCP positive, rheumatic fever, duodenal ulcer perforation",1
DOACs,Antidepressants,"Concomitant use of DOACs with antidepressants was associated with a significant increase in overall bleeding risk (reporting odds ratio [ROR] = 1.45, 95% confidence interval [CI]: 1.29-1.63).",0
DOACs,Selective serotonin reuptake inhibitors (SSRIs),"Selectively serotonin reuptake inhibitors (SSRIs) presented the highest class risk (ROR 1.78, 95% CI 1.54-2.04)",0
DOACs,Paroxetine,"apixaban plus paroxetine showing the strongest signal (ROR 14.12, 95% CI 7.62-26.15)",0
DOACs,Mirtazapine,"Notably, mirtazapine significantly increased nervous system bleeding risk (ROR 9.83, 95% CI 4.92-19.67)",0
fluoxetine,HRM (harmine),Both fluoxetine and paroxetine increased HRM exposure...,1
paroxetine,HRM (harmine),Both fluoxetine and paroxetine increased HRM exposure...,1
fluoxetine,"DMT (N,N-dimethyltryptamine)",...produced moderate increases in DMT systemic concentrations.,1
paroxetine,"DMT (N,N-dimethyltryptamine)",...produced moderate increases in DMT systemic concentrations.,1
Escitalopram,Quetiapine,pharmacodynamic synergism with low-dose quetiapine,1
matcha,nadolol,...may inhibit the transport of P-glycoprotein (P-gp) substrates such as nadolol.,0
matcha multiple-dose,nadolol,...the t½ (h) of nadolol increased significantly from 4.0 ± 1.6 in the control group to 7.7 ± 4.2 (p = .039) in the matcha multiple-dose group.,1
itraconazole,nadolol,"...itraconazole co-administration significantly increased systemic exposure (AUC) of nadolol (p = .009), confirming the validity of the animal model.",1
Famotidine,Valproic acid,This case describes an extremely rare drug-to-drug interaction of valproic acid and famotidine leading to acute altered mental status in a pediatric patient.,1
Valproic acid,Famotidine,"While causality cannot be established from a single case, clinicians should consider this potential interaction when new medications are added to a stable valproic acid regimen...",1
metamizole,"CYP3A4, CYP2B6, CYP2C19 inhibitors","Metamizole is a moderate inducer of cytochrome P450 enzymes (CYP3A4, CYP2B6, CYP2C19)",1
metamizole,interacting medications,"In total, 3680 DDIs were identified, corresponding to an average of 3.8 DDIs per metamizole prescription.",1
Rifapentine,Voriconazole,the waning enzyme-induction effect may subsequently lead to supra-therapeutic exposure and potential toxicity,1
dabigatran,levofloxacin,"TDM showed significantly elevated peak dabigatran concentrations with levofloxacin (133.36 ng/mL, p = 0.001)",1
dabigatran,ciprofloxacin,"FAERS analysis identified a significant reporting signal for bleeding for dabigatran coadministered with FQNs (adj. ROR = 4.68, 95% CI: 3.41-6.55), particularly ciprofloxacin (adj. ROR = 3.84)",1
SGR-1505,Posaconazole,"The CYP3A4 drug-drug interaction potential of SGR-1505 was evaluated by co-administration with posaconazole, a strong CYP3A4 inhibitor.",1
niraparib,caffeine,"a weak induction risk is predicted with sensitive CYP1A2 substrates, such as caffeine",1
niraparib,olaparib,both niraparib and olaparib clinically increase serum creatinine in cancer patients,1
niraparib,metformin,"up to a moderate inhibition risk predicted with MATE-1/-2K substrates, such as metformin",1
imlunestrant,omeprazole,"PK parameters were statistically significantly increased with GLS mean ratios (90% CI): 1.99 (1.67, 2.36) in AUC",1
imlunestrant,low-fat food intake,Low-fat food intake resulted in increases of ∼2-fold in AUC and ∼3.6-fold in C,1
acacetin,proguanil,"Acacetin inhibited the metabolism of proguanil in both RLM and HLM, with an inhibition rate of 80.4 % in RLM and 78.3 % in HLM, respectively.",1
naltrexone,morphine,naltrexone (0.1 mg/kg) fully antagonized morphine's effects,1
rimonabant,THC,"rimonabant (0.32, 1, and 3.2 mg/kg) partially inhibited THC cue",1
fentanyl,morphine,fentanyl (0.1 mg/kg) fully substituted for the morphine cue,1
cannabidiol,THC,cannabidiol did not substitute (10 mg/kg) or partially substituted (3 and 50 mg/kg) for the THC cue,1
ketamine,THC,"However, their coadministration with cannabinoids may lead to pronounced sedative-like suppression.",1
Imapextide,Rosuvastatin,Minimal non-clinically relevant DDI occurred with rosuvastatin.,0
Imapextide,Acetaminophen,"Imapextide drug-drug interactions (DDI) of OATP1B1/OATP1B3 inhibition were evaluated with coproporphyrin-I, rosuvastatin, and acetaminophen.",0
Imapextide,Coproporphyrin-I,"Imapextide drug-drug interactions (DDI) of OATP1B1/OATP1B3 inhibition were evaluated with coproporphyrin-I, rosuvastatin, and acetaminophen.",0
Imapextide,None specified,Imapextide slightly accelerated gastric emptying.,0
Toosendanin,Tamoxifen,"This interaction leads to a potentially significant pharmacokinetic risk when toosendanin is co-administered with tamoxifen, potentially potentiating its exposure.",1
Toosendanin,CYP2D6 activity,"Furthermore, toosendanin exhibited a half-maximal inhibitory concentration of 11.50 µm for CYP2D6 activity.",1
Enzalutamide,Warfarin,"Enzalutamide and apalutamide are strong inducers of CYP3A4, which may reduce exposure to warfarin",1
Enzalutamide,Apixaban,which may reduce exposure to apixaban,1
Enzalutamide,Rivaroxaban,which may reduce exposure to rivaroxaban,1
Apalutamide,P-glycoprotein (P-gp),induces P-gp,1
Apalutamide,Direct Oral Anticoagulants (DOACs),has DDIs with all direct oral anticoagulants (DOACs),1
Darolutamide,Warfarin,"Darolutamide and abiraterone exhibit minimal CYP450 induction and inhibition, and do not interact with warfarin",1
Darolutamide,Direct Oral Anticoagulants (DOACs),do not interact with DOACs,1
Abiraterone,Warfarin,"Darolutamide and abiraterone exhibit minimal CYP450 induction and inhibition, and do not interact with warfarin",1
Abiraterone,Direct Oral Anticoagulants (DOACs),do not interact with DOACs,1
CBD,amitriptyline,A single dose of 30 mg CBD significantly influenced the metabolism of amitriptyline in healthy volunteers.,1
CBD,tramadol,"In patients, CBD-induced drug interactions may be more pronounced in chronic dosing and dependent upon prandial status.",1
SGLT2 inhibitors,Rifampin,strong enzyme inducers such as rifampin can reduce systemic exposure,1
Dexmedetomidine,Risperidone,elevated DDIs of dexmedetomidine with risperidone,1
Dexmedetomidine,Albuterol,elevated DDIs of dexmedetomidine with albuterol,1
MTX,TMP-SMX,"Among the most dangerous drug interactions is the combination of MTX with trimethoprim-sulfamethoxazole (TMP-SMX), which creates synergistic toxicity.",1
Suraxavir marboxil (GP681),CYP3A4 inhibitors,primarily metabolized by cytochrome P450 3A4 (CYP3A4),1
Suraxavir marboxil (GP681),Itraconazole,strong CYP3A4 inhibitor itraconazole,1
Dihydrocapsaicin (DHC),Efavirenz (EFV),"Drug-drug interactions were observed between DHC and EFV, altering the pharmacokinetics of EFV both in vivo and in vitro. The dosage of capsaicin should be monitored and adjusted in patients receiving EFV maintenance therapy.",1
neratinib,palbociclib,"Pharmacokinetic analysis indicated a drug-drug interaction between neratinib and palbociclib via the CYP3A4 metabolism pathway, leading to decreased clearance and increased plasma exposure of both drugs.",1
oxaliplatin,amlodipine,which provides key clinical evidence for reducing the incidence of cardiovascular complications and optimizing multi-drug combination therapy in cancer patients.,1
citalopram,hydrocodone,"initiating citalopram, escitalopram, fluoxetine, or paroxetine while on hydrocodone was associated with an increased risk of opioid overdose compared with sertraline.",1
